DataLeverandørnavn;ObservationsStedNr;ObservationsStedNavn;Lokalitetsnavn;X_UTM32;Y_UTM32;Startdato;Startklok;Prøvetype;GennemsnitsDybde_m;Parameter;Enhed;Prøvefraktion;Resultat;ResultatAttribut;Oplukningskorrigeret;Kontrol;Kvalitet;Kvalitetsnote;time
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Enkeltprøve;5.2;Nitrogen,total N;µg/l;Total;613.5284189;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Enkeltprøve;5.2;Phosphor, total-P;µg/l;Total;43.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Enkeltprøve;5.2;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;160.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Enkeltprøve;5.2;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Enkeltprøve;5.2;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;22.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Enkeltprøve;5.2;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.2;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-11-29;0931;Blandingsprøve;3.175;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:48/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-11-29 09:31:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;10.4;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;820.1349254;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;35.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;170.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;420.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;16.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Oxygen indhold;mg/l;Total;9.6;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Nitrogen,total N;µg/l;Total;673.1484179;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Phosphor, total-P;µg/l;Total;34.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;160.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;260.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;17.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2011-12-19;0947;Enkeltprøve;4.8;Klorofyl a;µg/l;Partikelbundet - fra filteret;0.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:38/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2011-12-19 09:47:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;12.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;729.6229875;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;30.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;170.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;380.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;12.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;5.2;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Oxygen indhold;mg/l;Total;12.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Nitrogen,total N;µg/l;Total;732.5223458;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Phosphor, total-P;µg/l;Total;30.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;160.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;350.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;10.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-05;0943;Enkeltprøve;5.9;Klorofyl a;µg/l;Partikelbundet - fra filteret;3.4;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 22:54/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-05 09:43:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;11.3;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;1026.98482;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;33.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;660.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;17.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.1;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Oxygen indhold;mg/l;Total;11.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Nitrogen,total N;µg/l;Total;1020.274207;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Phosphor, total-P;µg/l;Total;33.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;150.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;650.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;18.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Enkeltprøve;4.1;Klorofyl a;µg/l;Partikelbundet - fra filteret;2.8;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-01-26;0956;Blandingsprøve;2.425;Klorofyl a;µg/l;Partikelbundet - fra filteret;1.9;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:19/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-01-26 09:56:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;11.9;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;890.9593585;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;17.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;21.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;580.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;1.7;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;8.4;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Oxygen indhold;mg/l;Total;11.6;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Nitrogen,total N;µg/l;Total;861.1671046;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Phosphor, total-P;µg/l;Total;18.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;17.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;550.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;1.1;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Enkeltprøve;4.7;Klorofyl a;µg/l;Partikelbundet - fra filteret;7.7;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-02-29;0914;Blandingsprøve;2.85;Klorofyl a;µg/l;Partikelbundet - fra filteret;8.9;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:13/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-02-29 09:14:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;11.7;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Nitrogen,total N;µg/l;Total;940.151747;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Phosphor, total-P;µg/l;Total;14.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;37.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;690.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;1.6;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;1.0;Klorofyl a;µg/l;Partikelbundet - fra filteret;4.6;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Oxygen indhold;mg/l;Total;11.5;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Nitrogen,total N;µg/l;Total;871.451963;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Phosphor, total-P;µg/l;Total;12.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Ammoniak+ammonium-N;µg/l;Opløst - filtrat fra filtrering;38.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Nitrit+nitrat-N;µg/l;Opløst - filtrat fra filtrering;650.0;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Ortho-phosphat-P;µg/l;Opløst - filtrat fra filtrering;1.0;<;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Enkeltprøve;4.3;Klorofyl a;µg/l;Partikelbundet - fra filteret;3.1;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-05;1015;Blandingsprøve;2.7249999999999996;Klorofyl a;µg/l;Partikelbundet - fra filteret;4.1;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:06/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-05 10:15:00
Naturstyrelsen;93740007;VIB3727-00001;Skive Fjord;504653;6275183;2012-03-13;1159;Enkeltprøve;1.0;Oxygen indhold;mg/l;Total;11.2;=;J;D, FDC faglig kontrol;Godkendt;2021-02-25 23:22/Datamigrering: Registreret af Mohn, Christian (chmo@dmu.dk);2012-03-13 11:59:00
